case_id,year,court,case_type,bail_amount_inr,days_to_bail_order
959,2022,District Court - South,Cheating,15800,18
960,2022,District Court - West,Domestic Dispute,11200,44
961,2022,District Court - South,NDPS,38300,28
962,2022,District Court - South,Domestic Dispute,20800,14
963,2022,District Court - South,Cyber Offence,8000,18
964,2022,District Court - West,Cyber Offence,35800,4
965,2022,District Court - Central,NDPS,69000,1
966,2022,District Court - Central,Cheating,7700,19
967,2022,District Court - West,Assault,11100,14
968,2022,District Court - North,NDPS,23700,12
969,2022,District Court - East,Cheating,10200,8
970,2022,District Court - South,Assault,23800,7
971,2022,District Court - West,Public Nuisance,12600,8
972,2022,District Court - West,Cyber Offence,15300,8
973,2022,District Court - West,Domestic Dispute,31500,2
974,2022,District Court - East,Domestic Dispute,15600,35
975,2022,District Court - West,Domestic Dispute,37400,16
976,2022,District Court - South,Cheating,10700,38
977,2022,District Court - South,Assault,13900,10
978,2022,District Court - West,Theft,53700,6
979,2022,District Court - East,Theft,6000,6
980,2022,District Court - North,Public Nuisance,11600,30
981,2022,District Court - East,Assault,21100,4
982,2022,District Court - East,Theft,55900,8
983,2022,District Court - South,Assault,20700,16
984,2022,District Court - Central,Cyber Offence,16700,8
985,2022,District Court - South,Cyber Offence,21800,26
986,2022,District Court - West,Theft,7400,24
987,2022,District Court - South,Cyber Offence,7000,42
988,2022,District Court - West,Public Nuisance,7600,14
989,2022,District Court - East,Cyber Offence,19300,3
990,2022,District Court - South,Cyber Offence,8400,23
991,2022,District Court - West,Assault,30700,7
992,2022,District Court - East,Theft,29300,17
993,2022,District Court - North,Public Nuisance,18300,18
994,2022,District Court - South,Cyber Offence,7300,27
995,2022,District Court - Central,Public Nuisance,21800,31
996,2022,District Court - West,Assault,10900,37
997,2022,District Court - North,Theft,37500,23
998,2022,District Court - North,Cheating,9500,1
999,2022,District Court - Central,NDPS,24500,10
1000,2022,District Court - East,Public Nuisance,9100,31
1001,2022,District Court - East,NDPS,51400,7
1002,2022,District Court - North,NDPS,8000,40
1003,2022,District Court - Central,Domestic Dispute,4900,33
1004,2022,District Court - Central,Assault,43100,16
1005,2022,District Court - South,Domestic Dispute,25500,27
1006,2022,District Court - Central,NDPS,23700,2
1007,2022,District Court - East,Cheating,8900,32
1008,2022,District Court - Central,Public Nuisance,7200,23
1009,2022,District Court - South,Public Nuisance,8900,35
1010,2022,District Court - South,Public Nuisance,13700,25
1011,2022,District Court - Central,Cheating,20100,34
1012,2022,District Court - Central,Assault,4000,25
1013,2022,District Court - South,Public Nuisance,49900,10
1014,2022,District Court - East,Public Nuisance,19300,42
1015,2022,District Court - North,Domestic Dispute,28000,2
1016,2022,District Court - West,Cheating,16900,42
1017,2022,District Court - West,Theft,22700,24
1018,2022,District Court - East,Cheating,21100,5
1019,2022,District Court - Central,Domestic Dispute,8900,7
1020,2022,District Court - West,Assault,19600,22
1021,2022,District Court - West,Assault,25600,27
1022,2022,District Court - Central,Domestic Dispute,9700,37
1023,2022,District Court - Central,Theft,8900,31
1024,2022,District Court - South,Public Nuisance,59600,20
1025,2022,District Court - North,Domestic Dispute,12300,6
1026,2022,District Court - North,Public Nuisance,13000,26
1027,2022,District Court - Central,Domestic Dispute,22800,14
1028,2022,District Court - North,Public Nuisance,17800,9
1029,2022,District Court - North,Theft,13100,19
1030,2022,District Court - West,NDPS,4000,33
1031,2022,District Court - West,Cyber Offence,9100,26
1032,2022,District Court - West,NDPS,12400,2
1033,2022,District Court - North,Public Nuisance,5600,19
1034,2022,District Court - Central,Public Nuisance,20100,35
1035,2022,District Court - West,Cheating,18500,43
1036,2022,District Court - South,Theft,51000,12
1037,2022,District Court - West,Assault,14900,2
1038,2022,District Court - North,Cheating,5200,31
1039,2022,District Court - East,Theft,8100,16
1040,2022,District Court - South,Public Nuisance,38600,14
1041,2022,District Court - West,Theft,10900,37
1042,2022,District Court - South,Theft,14800,26
1043,2022,District Court - Central,NDPS,25200,29
1044,2022,District Court - North,Cheating,14700,27
1045,2022,District Court - North,Domestic Dispute,9300,33
1046,2022,District Court - South,Cheating,16000,23
1047,2022,District Court - East,NDPS,23000,9
1048,2022,District Court - Central,Cheating,6200,40
1049,2022,District Court - West,Cheating,14700,6
1050,2022,District Court - West,Cyber Offence,8900,14
1051,2022,District Court - North,NDPS,15100,9
1052,2022,District Court - South,NDPS,21900,5
1053,2022,District Court - North,NDPS,4900,28
1054,2022,District Court - East,Public Nuisance,31400,31
1055,2022,District Court - North,Domestic Dispute,7200,18
1056,2022,District Court - South,Cyber Offence,13400,9
1057,2022,District Court - North,Domestic Dispute,20600,6
1058,2022,District Court - North,Cheating,14800,37
1059,2022,District Court - Central,Cheating,8300,39
1060,2022,District Court - Central,Theft,10600,4
1061,2022,District Court - North,Theft,10500,19
1062,2022,District Court - East,Cyber Offence,14500,32
1063,2022,District Court - North,Assault,9800,24
1064,2022,District Court - Central,Cyber Offence,17000,43
1065,2022,District Court - West,Theft,90400,16
1066,2022,District Court - West,Cyber Offence,39300,25
1067,2022,District Court - North,Domestic Dispute,12300,9
1068,2022,District Court - West,Public Nuisance,19400,43
1069,2022,District Court - North,Domestic Dispute,14700,25
1070,2022,District Court - South,Domestic Dispute,27700,44
1071,2022,District Court - East,Cheating,25400,37
1072,2022,District Court - Central,Theft,21100,42
1073,2022,District Court - South,Cyber Offence,19800,42
1074,2022,District Court - South,Cheating,11000,35
1075,2022,District Court - East,Theft,52800,11
1076,2022,District Court - Central,Domestic Dispute,6000,38
1077,2022,District Court - South,NDPS,10800,11
1078,2022,District Court - West,Domestic Dispute,6100,3
1079,2022,District Court - Central,Domestic Dispute,38300,20
1080,2022,District Court - North,Assault,4000,32
1081,2022,District Court - East,Theft,5500,10
1082,2022,District Court - South,Assault,43400,37
1083,2022,District Court - West,Cheating,27300,21
1084,2022,District Court - Central,NDPS,14200,17
1085,2022,District Court - Central,Domestic Dispute,19500,5
1086,2022,District Court - South,Assault,34900,16
1087,2022,District Court - West,Theft,9800,16
1088,2022,District Court - East,Cyber Offence,22800,6
1089,2022,District Court - South,NDPS,33300,10
1090,2022,District Court - South,Cyber Offence,25200,36
1091,2022,District Court - East,NDPS,7900,4
1092,2022,District Court - North,Domestic Dispute,9500,14
1093,2022,District Court - Central,Domestic Dispute,24000,5
1094,2022,District Court - Central,NDPS,21900,33
1095,2022,District Court - West,Cheating,14800,40
1096,2022,District Court - South,Domestic Dispute,39800,1
1097,2022,District Court - West,Theft,8400,5
1098,2022,District Court - South,Cheating,16500,21
1099,2022,District Court - South,Public Nuisance,18300,26
1100,2022,District Court - North,Theft,9600,45
1101,2022,District Court - East,Theft,17000,37
1102,2022,District Court - North,Theft,21200,3
1103,2022,District Court - West,Assault,125800,3
1104,2022,District Court - West,Theft,40700,15
1105,2022,District Court - Central,Assault,41200,10
1106,2022,District Court - Central,Public Nuisance,5900,19
1107,2022,District Court - Central,Cyber Offence,18800,4
1108,2022,District Court - South,Cyber Offence,15100,18
1109,2022,District Court - South,Assault,18800,29
1110,2022,District Court - East,Public Nuisance,14500,21
1111,2022,District Court - North,Cheating,51500,35
1112,2022,District Court - East,Public Nuisance,27000,12
1113,2022,District Court - North,Domestic Dispute,11000,45
1114,2022,District Court - Central,NDPS,22300,17
1115,2022,District Court - South,NDPS,35800,25
1116,2022,District Court - Central,Theft,22600,5
1117,2022,District Court - South,Assault,76400,15
1118,2022,District Court - West,NDPS,14100,13
1119,2022,District Court - Central,NDPS,27200,38
1120,2022,District Court - Central,NDPS,15000,18
1121,2022,District Court - West,Domestic Dispute,16300,23
1122,2022,District Court - Central,NDPS,9800,19
1123,2022,District Court - North,Theft,25600,29
1124,2022,District Court - North,Theft,26900,40
1125,2022,District Court - East,Cheating,27400,37
1126,2022,District Court - East,Theft,17700,17
1127,2022,District Court - Central,NDPS,9900,19
1128,2022,District Court - North,Cheating,16700,21
1129,2022,District Court - Central,Theft,26300,25
1130,2022,District Court - West,Theft,24700,42
1131,2022,District Court - North,Domestic Dispute,9200,32
1132,2022,District Court - West,Cyber Offence,15500,36
1133,2022,District Court - East,Cyber Offence,48300,7
1134,2022,District Court - South,NDPS,12800,34
1135,2022,District Court - Central,Theft,13600,40
1136,2022,District Court - Central,Domestic Dispute,16600,12
1137,2022,District Court - Central,Public Nuisance,14500,1
1138,2022,District Court - West,Assault,14600,31
1139,2022,District Court - South,Assault,12600,20
1140,2022,District Court - East,Theft,28600,2
1141,2022,District Court - East,Theft,33300,31
1142,2022,District Court - Central,Theft,35800,23
1143,2022,District Court - Central,Cyber Offence,18500,19
1144,2022,District Court - East,Assault,12000,36
1145,2022,District Court - East,Cheating,16800,24
1146,2022,District Court - Central,Cyber Offence,10800,6
1147,2022,District Court - East,Public Nuisance,36900,3
1148,2022,District Court - North,Public Nuisance,8500,37
1149,2022,District Court - South,Assault,8900,32
1150,2022,District Court - East,Cheating,21900,23
1151,2022,District Court - North,Public Nuisance,8800,43
1152,2022,District Court - West,Assault,26900,29
1153,2022,District Court - South,NDPS,11800,21
1154,2022,District Court - West,Domestic Dispute,51300,6
1155,2022,District Court - South,Public Nuisance,37200,32
1156,2022,District Court - West,NDPS,9500,25
1157,2022,District Court - Central,Cheating,16900,29
1158,2022,District Court - West,Assault,8700,23
1159,2022,District Court - Central,Cyber Offence,9700,43
1160,2022,District Court - North,Assault,11200,34
1161,2022,District Court - West,NDPS,6300,21
1162,2022,District Court - Central,Theft,5200,33
1163,2022,District Court - South,NDPS,6500,22
1164,2022,District Court - East,Cheating,6400,33
1165,2022,District Court - South,Cyber Offence,4600,12
1166,2022,District Court - South,Cyber Offence,9300,22
1167,2022,District Court - Central,Domestic Dispute,10900,44
1168,2022,District Court - West,NDPS,12200,45
1169,2022,District Court - East,Cyber Offence,23300,24
1170,2022,District Court - West,Cyber Offence,58600,13
1171,2022,District Court - East,NDPS,8700,19
1172,2022,District Court - West,Public Nuisance,9900,17
1173,2022,District Court - South,Cyber Offence,9200,10
1174,2022,District Court - Central,NDPS,8500,43
1175,2022,District Court - South,NDPS,11800,32
1176,2022,District Court - West,NDPS,55100,28
1177,2022,District Court - Central,Cyber Offence,12000,44
1178,2022,District Court - Central,Cheating,8900,45
1179,2022,District Court - West,Cyber Offence,26100,42
1180,2022,District Court - East,Cheating,16900,45
1181,2022,District Court - North,Cheating,27800,17
1182,2022,District Court - East,Assault,3300,15
1183,2022,District Court - North,Cyber Offence,22900,14
1184,2022,District Court - East,Theft,16000,5
1185,2022,District Court - Central,Assault,6000,37
1186,2022,District Court - Central,Cyber Offence,23600,20
1187,2022,District Court - East,Public Nuisance,46900,14
1188,2022,District Court - North,Cyber Offence,34600,26
1189,2022,District Court - East,Public Nuisance,7600,9
1190,2022,District Court - South,Theft,37100,30
1191,2022,District Court - Central,Public Nuisance,8900,41
1192,2022,District Court - West,Assault,12300,9
1193,2022,District Court - Central,Domestic Dispute,21500,41
1194,2022,District Court - North,NDPS,9000,39
1195,2022,District Court - South,Cheating,9700,19
1196,2022,District Court - West,Domestic Dispute,6300,8
1197,2022,District Court - South,NDPS,8100,23
1198,2022,District Court - West,Assault,16600,26
1199,2022,District Court - East,Domestic Dispute,41900,20
1200,2022,District Court - Central,Theft,11700,3
1201,2022,District Court - West,NDPS,9700,41
1202,2022,District Court - South,Domestic Dispute,12000,15
1203,2022,District Court - East,Theft,19400,36
1204,2022,District Court - East,Theft,36100,41
1205,2022,District Court - West,Public Nuisance,16200,28
1206,2022,District Court - South,NDPS,35500,14
1207,2022,District Court - South,Domestic Dispute,21700,16
1208,2022,District Court - West,Cheating,17200,42
1209,2022,District Court - North,Domestic Dispute,21800,5
1210,2022,District Court - East,Cheating,10900,41
1211,2022,District Court - East,NDPS,12200,40
1212,2022,District Court - West,Cheating,4200,12
1213,2022,District Court - Central,Assault,9100,26
1214,2022,District Court - West,Domestic Dispute,6600,17
1215,2022,District Court - North,Cyber Offence,10200,8
1216,2022,District Court - Central,Cheating,15600,25
1217,2022,District Court - West,Cyber Offence,22900,12
1218,2022,District Court - Central,Assault,18100,33
1219,2022,District Court - East,NDPS,33000,5
1220,2022,District Court - North,Cyber Offence,6400,20
1221,2022,District Court - East,Cyber Offence,5300,30
1222,2022,District Court - East,Theft,50200,5
1223,2022,District Court - South,Cheating,32000,30
1224,2022,District Court - North,Cyber Offence,34700,27
1225,2022,District Court - East,Theft,20300,4
1226,2022,District Court - East,Cyber Offence,10900,1
1227,2022,District Court - North,Theft,6700,13
1228,2022,District Court - North,Public Nuisance,7900,18
1229,2022,District Court - North,Theft,23200,30
1230,2022,District Court - East,Cyber Offence,6400,34
1231,2022,District Court - Central,Cyber Offence,10800,31
1232,2022,District Court - West,Theft,19700,1
1233,2022,District Court - West,Cyber Offence,14700,36
1234,2022,District Court - North,Assault,7600,24
1235,2022,District Court - North,NDPS,18800,7
1236,2022,District Court - South,Cheating,17900,28
1237,2022,District Court - North,Theft,18500,18
1238,2022,District Court - West,Cyber Offence,19500,18
1239,2022,District Court - North,NDPS,19800,10
1240,2022,District Court - South,Assault,21600,32
1241,2022,District Court - North,Cheating,13600,45
1242,2022,District Court - East,Cheating,17300,23
1243,2022,District Court - Central,Public Nuisance,9400,41
1244,2022,District Court - Central,NDPS,15000,11
1245,2022,District Court - South,Assault,21500,18
1246,2022,District Court - South,Cheating,6000,27
1247,2022,District Court - South,Assault,11000,15
1248,2022,District Court - West,Cyber Offence,22000,19
1249,2022,District Court - North,Cheating,20500,5
1250,2022,District Court - North,Domestic Dispute,19300,32
1251,2022,District Court - South,Public Nuisance,10900,12
1252,2022,District Court - Central,Cyber Offence,14100,7
1253,2022,District Court - Central,Domestic Dispute,8300,1
1254,2022,District Court - West,NDPS,21200,7
1255,2022,District Court - South,NDPS,16000,40
1256,2022,District Court - West,Cheating,10500,30
1257,2022,District Court - North,Theft,8400,41
1258,2022,District Court - Central,Cheating,30100,41
1259,2022,District Court - West,Domestic Dispute,19400,17
1260,2022,District Court - Central,Cheating,23000,41
1261,2022,District Court - South,Cheating,5500,14
1262,2022,District Court - South,NDPS,36700,12
1263,2022,District Court - West,Cheating,13000,6
1264,2022,District Court - West,Public Nuisance,17200,23
1265,2022,District Court - West,Assault,23600,33
1266,2022,District Court - West,Assault,10300,28
1267,2022,District Court - West,Assault,19400,28
1268,2022,District Court - East,Cheating,23600,1
1269,2022,District Court - Central,Public Nuisance,15100,12
1270,2022,District Court - South,Public Nuisance,13900,34
1271,2022,District Court - West,Public Nuisance,21200,15
1272,2022,District Court - North,NDPS,12100,43
1273,2022,District Court - South,Theft,38800,31
1274,2022,District Court - South,Assault,21800,32
1275,2022,District Court - South,Assault,17300,35
1276,2022,District Court - East,Cyber Offence,10000,7
1277,2022,District Court - South,NDPS,36900,4
1278,2022,District Court - East,Cheating,8600,23
1279,2022,District Court - North,Domestic Dispute,2900,13
1280,2022,District Court - East,Domestic Dispute,28300,19
1281,2022,District Court - Central,Assault,18100,29
1282,2022,District Court - West,Cheating,6000,39
1283,2022,District Court - South,Cheating,22200,40
1284,2022,District Court - West,NDPS,38800,16
1285,2022,District Court - South,Assault,16900,16
1286,2022,District Court - West,Assault,37100,13
1287,2022,District Court - Central,Domestic Dispute,9500,18
1288,2022,District Court - West,Domestic Dispute,15600,23
1289,2022,District Court - South,Cyber Offence,46400,18
1290,2022,District Court - South,Theft,61600,6
1291,2022,District Court - South,Theft,53400,16
1292,2022,District Court - Central,Public Nuisance,127900,14
1293,2022,District Court - West,Public Nuisance,14700,42
1294,2022,District Court - North,Assault,17200,13
1295,2022,District Court - South,Cheating,5700,1
1296,2022,District Court - East,Cheating,13400,21
1297,2022,District Court - South,Domestic Dispute,11700,38
1298,2022,District Court - East,Assault,12300,28
1299,2022,District Court - Central,NDPS,32000,39
1300,2022,District Court - North,Cheating,11000,21
1301,2022,District Court - South,Domestic Dispute,36100,18
1302,2022,District Court - North,Assault,9100,41
1303,2022,District Court - South,Assault,9200,17
1304,2022,District Court - Central,Theft,6300,14
1305,2022,District Court - South,Theft,12900,1
1306,2022,District Court - East,Domestic Dispute,36000,5
1307,2022,District Court - South,NDPS,38800,1
1308,2022,District Court - East,Cheating,24200,25
1309,2022,District Court - South,Theft,22900,27
1310,2022,District Court - East,Assault,37800,43
1311,2022,District Court - West,Assault,38900,5
1312,2022,District Court - Central,Domestic Dispute,16300,1
1313,2022,District Court - Central,Assault,9700,17
1314,2022,District Court - Central,Cheating,45800,12
1315,2022,District Court - West,Assault,14500,23
1316,2022,District Court - Central,Domestic Dispute,6800,17
1317,2022,District Court - South,NDPS,27100,16
1318,2022,District Court - North,Public Nuisance,12400,20
1319,2022,District Court - West,Cyber Offence,9900,7
1320,2022,District Court - Central,Domestic Dispute,25800,37
1321,2022,District Court - West,Assault,11300,2
1322,2022,District Court - South,Public Nuisance,17900,17
1323,2022,District Court - Central,Assault,11900,8
1324,2022,District Court - West,Theft,18100,38
1325,2022,District Court - South,Cheating,29800,17
1326,2022,District Court - West,Theft,17900,35
1327,2022,District Court - South,Cyber Offence,2600,15
1328,2022,District Court - North,Domestic Dispute,23600,24
1329,2022,District Court - West,Domestic Dispute,12600,43
1330,2022,District Court - East,Cyber Offence,30600,32
1331,2022,District Court - South,NDPS,18000,35
1332,2022,District Court - West,Cheating,54400,6
1333,2022,District Court - East,Cheating,14300,38
1334,2022,District Court - South,Cyber Offence,12700,44
1335,2022,District Court - West,Theft,59200,10
1336,2022,District Court - North,NDPS,10100,8
1337,2022,District Court - Central,Public Nuisance,24900,14
1338,2022,District Court - East,Domestic Dispute,19400,8
1339,2022,District Court - South,Cyber Offence,12400,8
1340,2022,District Court - North,Theft,25300,33
1341,2022,District Court - South,Cyber Offence,13500,9
1342,2022,District Court - West,Domestic Dispute,14900,32
1343,2022,District Court - Central,Cyber Offence,24800,38
1344,2022,District Court - East,Assault,12500,12
1345,2022,District Court - East,Cheating,26800,6
1346,2022,District Court - Central,Domestic Dispute,37700,43
1347,2022,District Court - West,Cyber Offence,7000,38
1348,2022,District Court - Central,Cheating,21800,13
1349,2022,District Court - South,Public Nuisance,5100,37
1350,2022,District Court - South,Cheating,15100,40
1351,2022,District Court - South,Assault,29300,7
1352,2022,District Court - South,Cyber Offence,13900,35
1353,2022,District Court - North,Domestic Dispute,15700,1
1354,2022,District Court - West,Assault,33000,31
1355,2022,District Court - North,Cheating,13400,41
1356,2022,District Court - Central,Public Nuisance,23800,45
1357,2022,District Court - South,Public Nuisance,10500,1
1358,2022,District Court - East,Domestic Dispute,32900,41
1359,2022,District Court - North,Public Nuisance,44700,44
1360,2022,District Court - East,Cyber Offence,40500,35
1361,2022,District Court - North,Cyber Offence,8600,23
1362,2022,District Court - Central,Domestic Dispute,60000,32
1363,2022,District Court - North,Theft,24800,4
1364,2022,District Court - North,NDPS,34500,15
1365,2022,District Court - East,Cheating,9200,3
1366,2022,District Court - Central,NDPS,33400,35
1367,2022,District Court - Central,Theft,14300,4
1368,2022,District Court - North,Domestic Dispute,21400,37
1369,2022,District Court - East,NDPS,52700,15
1370,2022,District Court - Central,Cyber Offence,22500,10
1371,2022,District Court - Central,Domestic Dispute,24400,40
1372,2022,District Court - West,Theft,39700,6
1373,2022,District Court - Central,NDPS,22300,41
1374,2022,District Court - North,NDPS,65900,45
1375,2022,District Court - South,Public Nuisance,19900,23
1376,2022,District Court - West,Cyber Offence,9200,39
1377,2022,District Court - West,Cheating,35600,44
1378,2022,District Court - West,Cyber Offence,33800,2
1379,2022,District Court - North,Cyber Offence,9000,41
1380,2022,District Court - North,NDPS,18600,26
1381,2022,District Court - North,Assault,12300,38
1382,2022,District Court - Central,Public Nuisance,5900,43
1383,2022,District Court - West,NDPS,8300,12
1384,2022,District Court - Central,Cheating,7800,11
1385,2022,District Court - West,Public Nuisance,10900,33
1386,2022,District Court - Central,Public Nuisance,25000,41
1387,2022,District Court - East,Cyber Offence,4800,5
1388,2022,District Court - Central,Cheating,6500,34
1389,2022,District Court - Central,NDPS,5500,40
1390,2022,District Court - South,Cyber Offence,9300,39
1391,2022,District Court - Central,Cyber Offence,12200,41
1392,2022,District Court - East,Cheating,28200,18
1393,2022,District Court - South,Assault,11800,6
1394,2022,District Court - North,Assault,12800,5
1395,2022,District Court - Central,Cyber Offence,24300,33
1396,2022,District Court - East,Cyber Offence,22500,40
1397,2022,District Court - Central,Cyber Offence,19500,30
1398,2022,District Court - West,Public Nuisance,18200,33
1399,2022,District Court - West,Assault,4900,28
1400,2022,District Court - North,Cyber Offence,9000,16
1401,2022,District Court - West,Public Nuisance,35800,10
1402,2022,District Court - East,Theft,12700,18
1403,2022,District Court - West,Theft,13400,21
1404,2022,District Court - East,Cheating,27400,15
1405,2022,District Court - East,Assault,16700,37
1406,2022,District Court - Central,Domestic Dispute,11700,37
1407,2022,District Court - Central,Cyber Offence,7900,11
1408,2022,District Court - Central,Assault,25200,18
1409,2022,District Court - West,Cyber Offence,15900,4
1410,2022,District Court - South,Theft,6100,21
1411,2022,District Court - East,Cheating,22800,21
1412,2022,District Court - North,Cheating,4000,3
1413,2022,District Court - Central,Assault,6900,35
1414,2022,District Court - Central,NDPS,33300,9
1415,2022,District Court - West,Cyber Offence,55300,24
1416,2022,District Court - South,Domestic Dispute,56500,6
1417,2022,District Court - South,NDPS,28400,34
1418,2022,District Court - West,Theft,13000,7
1419,2022,District Court - Central,NDPS,36600,18
1420,2022,District Court - East,Domestic Dispute,9000,19
1421,2022,District Court - South,Assault,16200,40
1422,2022,District Court - East,Cyber Offence,11900,4
1423,2022,District Court - North,Cheating,6900,25
1424,2022,District Court - North,Domestic Dispute,10000,11
1425,2022,District Court - Central,Public Nuisance,23200,44
1426,2022,District Court - Central,Cyber Offence,14600,30
1427,2022,District Court - Central,Assault,10800,15
1428,2022,District Court - North,Cyber Offence,11700,28
1429,2022,District Court - East,Cyber Offence,36700,7
1430,2022,District Court - Central,Public Nuisance,8600,3
1431,2022,District Court - Central,Assault,48400,15
1432,2022,District Court - Central,Domestic Dispute,8700,35
1433,2022,District Court - North,NDPS,43000,25
1434,2022,District Court - Central,NDPS,21000,24
1435,2022,District Court - West,NDPS,12000,32
1436,2022,District Court - West,NDPS,13500,36
1437,2022,District Court - North,Public Nuisance,8300,9
1438,2022,District Court - North,Assault,24400,8
1439,2022,District Court - East,Cyber Offence,87000,34
1440,2022,District Court - South,NDPS,17500,36
1441,2022,District Court - East,Cheating,26700,12
1442,2022,District Court - South,Public Nuisance,24200,4
1443,2022,District Court - South,Cheating,19800,9
1444,2022,District Court - West,Public Nuisance,25700,43
1445,2022,District Court - North,Theft,20400,37
1446,2022,District Court - East,Public Nuisance,14800,26
1447,2022,District Court - South,NDPS,14300,2
1448,2022,District Court - South,Assault,20000,12
1449,2022,District Court - West,Theft,47600,36
1450,2022,District Court - North,Cheating,16600,13
1451,2022,District Court - Central,Cyber Offence,42600,21
1452,2022,District Court - North,Cheating,68800,15
1453,2022,District Court - North,Cyber Offence,32900,28
1454,2022,District Court - West,NDPS,12100,21
1455,2022,District Court - Central,NDPS,9100,24
1456,2022,District Court - South,NDPS,8300,38
1457,2022,District Court - Central,Theft,25500,18
1458,2022,District Court - East,Assault,14700,31
1459,2022,District Court - North,Theft,25900,23
1460,2022,District Court - North,Cheating,14500,2
1461,2022,District Court - Central,Cheating,12300,5
1462,2022,District Court - North,NDPS,26900,42
1463,2022,District Court - North,Assault,3800,33
1464,2022,District Court - South,Domestic Dispute,18200,26
1465,2022,District Court - Central,Theft,14900,30
1466,2022,District Court - North,NDPS,13600,38
1467,2022,District Court - Central,NDPS,25100,8
1468,2022,District Court - South,Public Nuisance,13300,39
1469,2022,District Court - West,NDPS,16100,15
1470,2022,District Court - Central,Public Nuisance,11000,25
1471,2022,District Court - North,NDPS,17700,21
1472,2022,District Court - East,Domestic Dispute,8400,22
1473,2022,District Court - South,Domestic Dispute,9400,19
1474,2022,District Court - Central,Domestic Dispute,60300,43
1475,2022,District Court - Central,Cyber Offence,18700,16
1476,2022,District Court - North,Domestic Dispute,14900,5
1477,2022,District Court - West,Domestic Dispute,12600,17
1478,2022,District Court - West,Cheating,25200,11
1479,2022,District Court - Central,Theft,19600,2
1480,2022,District Court - Central,Cyber Offence,20000,8
1481,2022,District Court - West,Domestic Dispute,9300,2
1482,2022,District Court - East,NDPS,4700,29
1483,2022,District Court - East,NDPS,37500,40
1484,2022,District Court - Central,NDPS,37100,19
1485,2022,District Court - North,Cheating,12000,19
1486,2022,District Court - West,Domestic Dispute,34200,16
1487,2022,District Court - South,Domestic Dispute,16100,33
1488,2022,District Court - East,Cheating,12200,5
1489,2022,District Court - West,Cheating,18600,22
1490,2022,District Court - East,Assault,30700,2
1491,2022,District Court - Central,Cyber Offence,17600,14
1492,2022,District Court - West,Cyber Offence,10400,38
1493,2022,District Court - East,NDPS,14000,15
1494,2022,District Court - South,Cyber Offence,44500,9
1495,2022,District Court - North,Domestic Dispute,41800,17
1496,2022,District Court - North,NDPS,25300,20
1497,2022,District Court - South,Cyber Offence,17700,25
1498,2022,District Court - Central,Cyber Offence,8700,45
1499,2022,District Court - Central,Domestic Dispute,4000,33
1500,2022,District Court - East,NDPS,34400,10
1501,2022,District Court - South,Cheating,7700,39
1502,2022,District Court - North,Cheating,9600,44
1503,2022,District Court - Central,NDPS,6400,14
1504,2022,District Court - East,Assault,8000,16
1505,2022,District Court - East,Public Nuisance,17700,12
1506,2022,District Court - North,Theft,8400,20
1507,2022,District Court - West,NDPS,38900,31
1508,2022,District Court - South,Domestic Dispute,40400,13
1509,2022,District Court - West,Cyber Offence,19300,38
1510,2022,District Court - East,NDPS,9900,35
1511,2022,District Court - West,Assault,18900,7
1512,2022,District Court - Central,Public Nuisance,15700,38
1513,2022,District Court - South,Assault,26800,38
1514,2022,District Court - Central,Public Nuisance,27900,7
1515,2022,District Court - North,Cyber Offence,16700,44
1516,2022,District Court - South,Public Nuisance,14100,21
1517,2022,District Court - North,Cheating,17600,24
1518,2022,District Court - West,Domestic Dispute,24900,18
1519,2022,District Court - East,Theft,3800,5
1520,2022,District Court - South,Assault,7400,1
1521,2022,District Court - South,Theft,42200,40
1522,2022,District Court - Central,Domestic Dispute,10300,21
1523,2022,District Court - West,Assault,11100,23
1524,2022,District Court - East,Domestic Dispute,2800,4
1525,2022,District Court - East,NDPS,11600,1
1526,2022,District Court - East,Public Nuisance,11300,14
1527,2022,District Court - Central,Domestic Dispute,15800,24
1528,2022,District Court - Central,Cheating,9800,44
1529,2022,District Court - South,NDPS,5300,10
1530,2022,District Court - West,Domestic Dispute,14400,34
1531,2022,District Court - East,Cheating,32900,10
1532,2022,District Court - Central,Domestic Dispute,24100,5
1533,2022,District Court - Central,Public Nuisance,23600,24
1534,2022,District Court - West,Public Nuisance,12000,17
1535,2022,District Court - North,NDPS,18100,25
1536,2022,District Court - East,Theft,7000,14
1537,2022,District Court - East,Cheating,7200,30
1538,2022,District Court - Central,Public Nuisance,9300,45
1539,2022,District Court - South,Cyber Offence,17100,28
1540,2022,District Court - West,Theft,4900,27
1541,2022,District Court - East,Public Nuisance,13900,18
1542,2022,District Court - East,Public Nuisance,23500,35
1543,2022,District Court - North,Cheating,15700,11
1544,2022,District Court - East,Cheating,65500,19
1545,2022,District Court - North,Cheating,45100,21
1546,2022,District Court - North,Assault,55300,19
1547,2022,District Court - South,Cyber Offence,19000,44
1548,2022,District Court - Central,Public Nuisance,7900,39
1549,2022,District Court - West,Cyber Offence,15200,43
1550,2022,District Court - Central,Cyber Offence,3100,17
1551,2022,District Court - West,Public Nuisance,18400,4
1552,2022,District Court - South,Cheating,7300,16
1553,2022,District Court - South,Assault,19300,1
1554,2022,District Court - Central,Cyber Offence,25000,32
1555,2022,District Court - West,Domestic Dispute,5700,9
1556,2022,District Court - Central,Theft,20100,28
